,filename,spectral_centroid,spectral_bandwidth,spectral_rolloff,MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19
17,cv-valid-train/sample-000775.mp3,2131.7678602558512,1998.4404620726662,4179.620361328125,-618.80725,90.37586,-15.782682,9.745112,3.732797,2.2171948,8.417961,-10.780102,-13.514346,-4.8489895,-9.592906,-17.699123,-13.735896,-0.6995178,-6.7796216,-7.96065,-6.5979238,-7.649704,-6.1588373,-3.4032488
18,cv-valid-train/sample-000851.mp3,2457.454658945383,2186.0831289317075,4571.720313271986,-588.88513,84.203865,19.210066,25.670778,-4.3863716,-3.7088664,-18.311327,9.592772,-10.206017,-1.8023217,-5.6235285,-1.0541751,-4.291725,6.711526,-11.719271,1.6746584,-4.8925657,-4.978778,-2.269484,-4.9047947
19,cv-valid-train/sample-000854.mp3,2713.924095787003,1985.7060302328503,4894.480442356419,-558.2416,66.60775,-28.2951,24.507458,-23.81872,1.4029597,-15.137797,-10.790329,-9.114325,-9.034698,-8.722837,-6.3466215,1.9867252,-6.152837,-4.679351,-6.4719315,-3.1574368,-8.606733,-4.2267284,-5.6092024
20,cv-valid-train/sample-000866.mp3,2384.1470371742107,1846.310254510033,4379.235235535272,-655.0412,63.011826,-1.193127,30.352636,4.1926627,-4.875057,-11.378923,-18.273785,-9.76522,-7.4541306,-9.060009,-5.2535915,-0.6804484,-3.9772904,-6.2784452,-5.994833,-3.0547655,-3.7383115,-2.814429,-0.6410988
21,cv-valid-train/sample-000947.mp3,2300.6750368089033,1792.5582074728393,3898.2043850806454,-446.26782,105.087105,-14.802768,2.847121,-7.737274,-18.223003,-27.854132,-12.434556,-1.2028017,-3.187055,-5.132268,-3.9216192,-11.779508,0.33917788,-17.906506,-8.735832,-10.814188,-5.9169483,-3.322412,-5.8243933
22,cv-valid-train/sample-001136.mp3,2515.852838678009,2508.5280015666717,5154.376870013298,-524.64355,76.67721,18.20801,24.206144,-5.1072183,6.646702,-13.05482,-2.3415596,-9.506401,-1.4536068,-10.833857,-0.9175236,-9.574238,2.103626,-11.15957,-1.0400767,-7.53935,-0.21848553,-6.7961497,3.852207
23,cv-valid-train/sample-001299.mp3,2049.5279827178547,1949.6631990605724,3825.0741089589496,-409.27673,103.13526,19.317537,30.482456,-4.695873,2.1744032,-1.7881137,3.3005805,-11.914491,-8.993976,-8.85709,2.839596,-17.181263,3.2367897,-7.061704,-5.1566424,-2.2217844,-5.3512564,-6.2645745,1.111693
24,cv-valid-train/sample-001320.mp3,1954.8422505509577,1592.2660516179894,3485.6004284274195,-404.8457,60.3163,3.1993127,43.490135,6.021398,-29.045067,-19.242168,-3.202485,-2.7537813,-18.865593,-18.909758,-2.7153585,-16.483255,1.6875803,-7.3621945,-9.817641,-2.304932,-4.4052615,-7.828407,3.816127
25,cv-valid-train/sample-001363.mp3,2575.7298755625843,2266.672350826951,4888.36669921875,-200.51994,57.87269,-19.157995,39.43708,8.816676,-5.9751687,-23.090837,-0.8090396,-16.231441,-3.2963595,-3.1969604,-4.3576345,-8.47656,-3.5971844,-3.0932188,-1.7552835,-8.903633,1.0098283,-14.487925,-3.2679942
26,cv-valid-train/sample-001367.mp3,2120.254457297686,1696.8846584288854,3863.27197265625,-339.24188,87.962814,-14.54649,20.28542,-26.79999,10.904409,-19.885958,-9.911128,2.2563207,-8.649801,-6.0258274,-11.405432,-5.445432,-12.843358,-3.590442,-10.687101,-6.8468328,1.0630721,-8.934803,-7.8647337
27,cv-valid-train/sample-001409.mp3,2769.704360540675,2016.690620412897,4703.684450545401,-638.97205,61.703365,-0.7946878,20.177546,-15.155324,-7.945211,-7.2535725,-13.494295,5.979578,-3.6201684,-14.058318,-22.350922,-5.736448,-0.42318517,-11.460963,-5.9835916,-6.6243114,-4.3348103,-5.730747,2.5912914
28,cv-valid-train/sample-001525.mp3,2235.087627897818,2105.7042270490792,4160.1533203125,-308.78952,90.35733,-33.10239,-6.514579,-17.676395,-4.626895,-13.012497,-13.060698,-19.0312,-1.4531851,-19.89317,1.3608211,-15.248285,-1.7603145,-18.939007,-4.513426,-9.194541,-6.8451486,-13.3641615,-4.9660144
29,cv-valid-train/sample-001590.mp3,2827.6716942621215,2495.5724060947528,5591.09619140625,-215.18411,72.48347,8.388021,2.673676,-9.730825,5.1796355,-6.538168,-1.2268497,-7.3020473,-6.4857135,-12.585207,-0.8350046,-9.070639,4.5325394,-9.242445,-0.46581718,-7.8580446,-1.5010977,-6.541004,-0.95657295
30,cv-valid-train/sample-001766.mp3,2775.7704622126557,2275.280144564784,4957.884306066177,-464.33304,79.715775,2.5783079,24.443367,3.0231836,0.4594924,2.0045059,-9.62587,-1.9192789,-7.4256163,-7.4007382,-4.5463247,-15.429908,-1.1531166,-14.088174,-6.9384704,-12.865317,-1.5636988,-10.456254,-0.15944853
31,cv-valid-train/sample-001769.mp3,2398.5408762099955,1715.5650486797904,4162.459578604068,-445.43005,80.19784,-2.9963465,14.082797,-11.216226,10.62491,-18.010706,-7.0967793,-6.6023984,4.9374824,-14.114031,-15.861754,-0.39814597,-6.4562135,-10.068691,-5.1316953,-9.557475,-14.844024,-3.5911431,-5.908445
32,cv-valid-train/sample-001812.mp3,1296.1509042329299,1184.9482403627696,2292.666815023507,-351.4348,140.27504,-29.182623,-2.9159803,1.666764,-5.179479,-11.242872,-20.470108,-5.5116863,-7.015022,-16.977705,-4.400825,-1.5933294,-2.4900079,0.7094544,-13.229343,-3.5037675,0.050073776,-15.371169,-0.19722866
33,cv-valid-train/sample-001822.mp3,1909.6017412372196,1636.1689291357898,3317.70702161287,-318.3151,106.29185,5.720878,15.336972,-16.30453,4.518766,-29.520737,-0.29512808,-20.48674,-5.4800763,-4.2359033,-12.7408,-3.2646484,-18.119827,0.27539605,-12.420051,-0.4297414,-3.2321334,-4.3386106,1.843221
34,cv-valid-train/sample-001927.mp3,1840.5226640191863,1694.5817959555402,3568.123237324948,-327.46576,112.50058,-19.207342,27.294893,-6.610809,7.4044676,-17.513733,0.48378494,3.429095,-6.692991,3.5640488,-11.675572,0.44766724,-3.8812351,-1.7118176,-5.4644203,-4.190082,1.6110934,-8.152644,-2.5016334
35,cv-valid-train/sample-002164.mp3,1828.8465566135988,1621.4136902644277,3290.10407522823,-574.81537,98.87046,-24.27008,10.824893,-4.6710625,3.710871,8.615898,-20.625082,-16.368876,0.38247302,-12.327452,-17.495306,-9.383981,-9.611639,-8.672025,-7.4766393,-10.739777,-10.932047,-5.812807,0.073540784
36,cv-valid-train/sample-002235.mp3,2107.334399170459,2212.192623402717,4431.353759765625,-246.50974,112.62647,-19.925833,30.6314,13.985262,-1.8116081,2.6862838,-5.180784,0.61818856,0.8654792,-7.1750245,0.6810176,-5.924585,0.51163244,1.1169802,-2.1461437,-5.8220086,8.028527,-8.193711,3.691947
37,cv-valid-train/sample-002326.mp3,1853.4267509933413,2152.188239386679,3646.3725245276164,-428.22458,79.432495,-1.0942925,-4.023204,13.760038,9.949606,0.112923555,5.078283,-6.6250467,-3.0402164,-7.7310505,-8.713609,-9.679291,-2.656146,-3.4167643,-3.5415606,-4.4407883,-11.1469,-13.760112,-6.7025084
38,cv-valid-train/sample-002329.mp3,3415.7734480200306,2457.6247983613616,6132.830255681818,-506.16296,51.79661,-8.830193,26.323,3.7034404,4.029666,-1.8714178,3.0390437,-6.3212004,16.06134,-8.47799,12.398379,-10.589936,1.7803801,-0.3966562,-2.586669,-4.522252,6.0402145,-6.907423,2.3942435
39,cv-valid-train/sample-002358.mp3,2172.6074866909826,2201.0652103250727,4657.675558177348,-573.8867,77.83628,0.34113076,22.52358,-10.007596,-15.806675,0.7037222,-12.635625,-2.906882,-4.8024426,-11.9428005,-0.3059336,-12.555992,-6.7350492,-4.7929497,-9.366202,-7.391603,-7.437868,-10.848383,-3.8756797
40,cv-valid-train/sample-002363.mp3,1699.9892146194272,1526.3184400739176,3173.588186795594,-345.2165,106.422424,-9.691413,28.69095,-38.182636,-22.461763,-6.082213,-14.074719,-19.401522,-8.145579,-2.769909,-8.668578,-5.718692,-8.096692,-2.1919055,-8.122505,-6.3639235,-8.863547,-13.233637,-7.269239
41,cv-valid-train/sample-002396.mp3,2685.8825830126275,2304.7889402088936,4909.849964488636,-321.34396,67.04794,21.91752,46.753727,13.299235,5.782406,-2.8808074,-1.4180067,-17.071667,-12.355991,-16.516323,1.5244484,-13.962388,-9.113557,-4.4698653,2.6170368,-14.656585,4.3363457,-4.8264055,-5.8415575
42,cv-valid-train/sample-002404.mp3,1913.4313895511264,2144.6515364591173,3736.5144428453946,-410.12888,108.23676,4.187553,-7.3062487,-15.094997,-6.4091597,-11.170307,-10.60557,-12.4438305,-2.549297,-13.898683,-1.9590484,-15.372251,-2.127529,-15.348202,-8.438358,-11.209096,-7.6203,-5.806566,-4.715299
43,cv-valid-train/sample-002431.mp3,2110.846525406535,2024.3599794770253,4407.376414331897,-347.98883,105.05243,-7.031152,46.16564,13.034504,-8.788441,1.1123981,-26.198212,-1.8770365,3.0511832,-24.495173,-12.36933,4.4038854,9.086002,-1.2244459,-4.7327676,-4.068435,-3.8797832,-10.475149,-5.41983
44,cv-valid-train/sample-002539.mp3,2665.33614326852,2657.3621141942635,5479.070831512237,-274.18127,92.590515,32.84646,1.6567154,3.4745262,-1.2595295,-8.363636,4.0542316,-13.375277,6.0478573,-15.254941,1.9527524,-11.827447,-1.5847456,-6.3862414,-5.870278,-3.3289356,-1.6867379,-11.020167,4.0836
45,cv-valid-train/sample-002552.mp3,1940.891355511281,1790.6406533031488,3560.895134420956,-320.1521,105.40845,11.970258,9.314121,-31.427912,3.6956973,-35.945526,-0.8694325,-16.116863,-8.526228,2.1271842,-12.249647,0.8788033,-8.708825,1.3545033,-12.33332,-3.013518,-6.721086,-5.239255,-1.5587432
46,cv-valid-train/sample-002670.mp3,2176.423851678807,1256.313747802101,3368.2462993421054,-399.27383,43.46238,-29.865036,21.275724,-18.54718,0.2952101,-6.451211,-9.98097,-3.390128,-5.731725,0.4753492,-3.5290382,0.40000358,-1.048564,-0.65802306,-9.422819,-9.189667,-3.1427517,-4.4246025,0.31999025
47,cv-valid-train/sample-002684.mp3,2141.9391263982284,1952.6896771587656,4113.884635246237,-617.85785,77.75277,16.478931,32.65801,-4.135957,7.3074007,-7.731776,-5.397527,-3.333114,-10.461158,-10.379991,-12.419808,-7.2109375,-4.342176,-5.024678,-6.917929,-1.4720379,-5.681539,-9.649289,-7.106453
48,cv-valid-train/sample-002724.mp3,2081.9192868833115,1713.3836088592557,3881.023406982422,-492.14706,109.22856,-26.891443,4.912526,-10.799971,-24.408802,-2.5126123,-5.409028,-7.068465,-11.918409,-12.877469,-8.932924,-17.098944,0.40490693,-1.9039648,-14.09078,-6.1930184,1.0529368,-8.416748,1.3864692
49,cv-valid-train/sample-002736.mp3,939.6452714995688,1004.5935878387055,1710.9267816310976,-562.6234,79.1265,4.774428,15.178807,-0.8494643,-4.915457,-12.826712,-17.177248,-7.2406387,-2.8156123,-11.658266,-13.7373705,-4.5222993,-2.5031848,-10.534715,-3.374128,-9.021962,-4.1890354,-1.4303788,-3.6992593
50,cv-valid-train/sample-002741.mp3,2360.1480123884926,2142.5534731523594,4450.307464599609,-425.82867,78.77992,7.817304,2.4595854,1.1698132,-17.694696,-11.65917,-2.0024567,-1.8930789,1.0608565,-15.402693,-4.386488,-12.342204,-7.418293,-5.3956933,-9.40925,-7.869258,-2.281829,-7.3523192,-0.61050373
51,cv-valid-train/sample-002849.mp3,2146.378341733257,1906.6315998679952,4031.610851753049,-286.24435,80.64138,9.859164,18.463228,-21.194708,-19.480343,-17.392448,-8.049527,-12.903063,-14.135293,-5.724201,-10.334996,-8.655535,-4.421522,-13.1013,-4.519365,-11.276374,-7.048124,-7.9602513,-1.7107482
52,cv-valid-train/sample-002877.mp3,2187.2267228233495,2142.3277657517638,4201.40773967161,-238.75574,103.88679,-8.788593,42.07103,14.870914,-26.60969,-5.673212,-1.0113701,1.4295712,5.2084236,-14.271738,3.723568,-8.0119915,-2.904048,-10.5825405,-1.5720494,-4.0250015,8.789003,-5.7034917,11.73087
53,cv-valid-train/sample-002917.mp3,2346.189568002658,2243.9697619357003,4868.907165527344,-392.25162,78.14645,-10.5018635,18.530384,-14.726556,-12.091102,-10.8658905,-13.120225,-10.859186,3.1082058,-23.197697,-13.210959,-12.113658,-12.245758,-10.348735,-7.5255647,-14.423284,-5.0153165,-9.303784,-3.1478188
54,cv-valid-train/sample-002924.mp3,2117.615519267187,2108.539859603342,4065.41896224711,-230.06738,110.86162,-15.251218,23.220745,10.247495,0.8148947,-3.7047412,-1.360953,-12.307334,7.097349,-7.8954372,3.0244403,0.37642294,6.920478,0.8676779,-1.2956426,-8.234298,0.34851587,-13.450883,0.97416705
55,cv-valid-train/sample-002934.mp3,2201.171699043618,1667.8272891573895,3645.69091796875,-332.26645,92.87293,7.518282,2.173075,-39.709045,6.118607,-28.625088,-3.5180435,-13.621833,-12.868173,0.9924432,-8.38163,-1.9760519,-11.356723,1.4903363,-11.005096,-4.4153767,-6.265844,-5.96011,-0.32955584
56,cv-valid-train/sample-002939.mp3,2712.173781376015,2307.2139312203935,5145.016453259313,-559.23315,59.512615,9.722426,28.053703,-1.193797,-8.804591,-8.095263,-16.334034,-4.8472867,-2.9981055,-16.987467,0.18377256,-11.464311,-2.065773,-4.35651,-6.0287027,-8.236005,-4.334932,-9.484864,-4.422432
57,cv-valid-train/sample-002963.mp3,2618.448178395816,2238.7189834650685,4797.350832973073,-361.85434,64.23188,5.0516143,9.129182,0.071580306,-16.643435,-11.464069,-2.0385666,-1.9093896,-4.223603,-19.520613,-4.148679,-11.132959,-11.1986885,-8.937966,-9.168288,-9.82691,-1.9115212,-11.604971,-0.39631134
58,cv-valid-train/sample-003001.mp3,2855.6117789806863,2408.753751880978,5492.899263822115,-390.17896,80.22636,-8.650094,11.018103,-5.018973,-14.4787855,-19.297325,-14.851732,-16.041245,6.4927235,-24.830761,2.3843694,-13.777003,-2.9408715,-18.559969,-5.539915,-11.033141,-5.612322,-11.609754,-4.040254
59,cv-valid-train/sample-003030.mp3,2329.076684109321,1548.257338215389,3862.5672496448865,-390.0493,61.385635,-49.950935,19.97017,-12.027308,1.2789934,-6.021566,-15.227972,-1.6469346,0.29883125,0.9611748,-5.5163875,0.09841627,-1.932667,-8.871443,-13.122831,-7.378755,-2.1764116,-6.2567873,-0.7915454
60,cv-valid-train/sample-003050.mp3,2022.4538925289223,2105.637454502249,4056.70166015625,-332.9808,118.1806,5.210978,-11.272092,-15.743193,-6.5642033,-14.51214,-13.965154,-17.618177,-7.9377465,-19.08089,2.4882872,-13.537667,-2.6692677,-14.224771,-7.5102563,-12.927775,-8.071918,-10.126106,-8.251263
61,cv-valid-train/sample-003054.mp3,1938.6598194365035,2068.883131540928,3798.4476281045304,-341.99973,100.577736,-4.991556,19.744644,-9.502635,0.67256683,-13.05759,-18.16007,-14.7100315,-8.195743,-17.544422,-4.297366,-9.40194,-4.1219225,-14.923146,-5.930028,-11.420056,-9.659008,-13.990056,-3.2693279
62,cv-valid-train/sample-003112.mp3,2412.0037881384546,1701.6332309792583,4125.100798654084,-420.74518,83.99865,-37.88187,33.579865,-14.765354,-3.1247098,-10.792783,-13.794116,-0.49616355,-14.068727,-3.1960397,-7.478107,-4.9758134,-2.98657,-3.1938317,-3.3173773,-6.1130333,-0.6970698,-4.009657,-5.177537
63,cv-valid-train/sample-003117.mp3,2136.2511621739604,1945.2762062556083,3943.63388671875,-356.5045,88.521484,-14.938353,9.008106,-8.188798,-22.76293,-3.8981404,-4.6003284,-0.80445904,-4.4406304,-15.62644,-4.6239796,-11.3002615,-5.5931726,-10.839178,-8.10091,-8.587098,-2.436323,-10.554732,-0.4696781
64,cv-valid-train/sample-003133.mp3,3158.8791469334533,2489.1889638158727,6100.99785987367,-400.1909,61.700867,-9.6058445,8.669309,-8.079763,-2.3306937,-9.513704,-8.100884,-4.3603315,-2.794737,-5.183902,1.4708799,-13.879643,-3.9273677,-11.122379,-4.369782,-9.35924,-0.8799883,-8.564679,-6.299596
65,cv-valid-train/sample-003161.mp3,2590.9162823019255,2414.832353656853,5202.1037708629265,-498.7113,73.011284,9.239624,25.613493,-8.408781,7.947594,-12.995019,-0.8601501,-10.71704,-1.3181506,-10.036713,-4.7553196,-10.303841,3.8711152,-12.609067,1.423941,-10.433005,0.21346499,-7.306953,-0.33171332
66,cv-valid-train/sample-003237.mp3,1706.98285356649,1641.3719134232974,3384.3268547858393,-419.7335,126.47409,-34.884228,33.2512,-13.257059,-21.060093,15.080893,-9.332338,-7.271934,-0.36497566,-11.647121,-2.2518802,-8.603637,-0.7359607,-6.8277597,-5.126872,0.9540497,-8.133468,-6.818544,-4.9415307
67,cv-valid-train/sample-003267.mp3,1876.1247712793636,1861.0995267999856,3575.975140321602,-500.45047,97.58532,5.7405477,33.584435,-3.4296663,-11.094108,-3.6483421,-9.491606,-5.748582,-1.9654242,-8.605897,-2.5458171,-20.278482,-7.527148,-7.1967587,-10.690043,-5.7445674,-2.9393258,-3.9636533,-3.0608554
68,cv-valid-train/sample-003360.mp3,2136.2836867930914,1844.914223676873,3775.0396728515625,-247.76045,104.909386,6.7005806,-12.637724,-18.857906,1.9189258,-25.415337,-11.706778,-7.5839934,-6.2464547,-6.647797,-16.444473,-7.4871383,1.1915444,-18.734343,-4.1132097,-7.431421,-6.6527443,-10.09309,0.04347272
69,cv-valid-train/sample-003400.mp3,3147.7581579341927,2125.0404354261163,5236.013671875,-469.99094,51.058384,-11.523529,19.308895,-3.6565292,-2.3648489,3.1109579,-3.628492,-1.9376564,-2.112784,-9.734594,-8.1654215,-10.608388,-3.6188424,-10.012594,-7.018132,-12.428213,-1.5993171,-9.714383,-0.41724864
70,cv-valid-train/sample-003476.mp3,1781.9451410297756,1527.5988932149162,3237.5804227941176,-282.45914,131.90556,-34.558056,18.998253,-23.991476,12.148954,-7.903619,-7.033522,-11.099274,1.8718926,-4.3257337,-2.2634315,-12.636492,-14.260859,-3.5405784,-11.419725,-10.24783,-9.303402,-2.1681695,-4.8272204
71,cv-valid-train/sample-003520.mp3,3018.9996027390944,2586.9765831462337,5887.124235733696,-260.95288,65.22814,28.106598,14.518426,-3.134778,-3.5820332,-9.911512,7.465814,-13.049122,2.2841794,-15.875907,-0.019503575,-11.677505,2.0897512,-8.301365,-4.373623,-3.2281365,-4.258781,-9.582063,-2.374178
72,cv-valid-train/sample-003637.mp3,2809.256473447066,2034.4117382011016,4756.426171875,-547.723,64.60533,31.43401,34.713608,-0.9388927,-15.587991,-26.826847,-6.143247,-8.604015,-16.161716,-11.803258,-17.893936,-8.163654,-0.22316092,-11.720351,-3.1580303,-17.158562,4.2582445,-9.060282,-7.3322845
73,cv-valid-train/sample-003641.mp3,2072.896071099633,1958.4119381212658,3864.9775882419067,-335.33722,94.34622,5.5545926,16.434038,-17.455948,-5.258056,2.1504717,-11.09269,-0.05623599,0.29867125,-7.8409996,-2.9530609,-10.492378,2.497015,-9.798042,-0.9208207,-5.334178,-6.3269424,-6.6949835,-5.0852647
74,cv-valid-train/sample-003723.mp3,2081.8807424651163,1735.7889918740775,3652.3102516351746,-325.2025,101.50052,4.9484143,9.593293,-34.536545,7.867639,-37.91431,1.5267949,-9.269864,-9.515004,-1.1308091,-12.253444,-0.9642052,-11.315066,0.6103882,-12.349628,-3.1747677,-7.7121873,-3.4462152,-1.2714748
75,cv-valid-train/sample-003725.mp3,1920.9902259276928,1555.556341132424,3535.2799925085615,-453.29437,60.770252,-17.11693,12.553653,10.952161,0.82872295,-1.8745408,-5.4720063,-2.3594613,0.7413178,-4.5467424,-8.618777,-1.6160368,-2.093075,-12.487973,-7.9841475,0.030365739,-7.21296,-4.795544,-2.3682666
76,cv-valid-train/sample-003728.mp3,3023.320760722758,2646.0518709848857,6012.7530725990855,-438.44626,68.04235,21.73584,14.3585615,14.596337,-18.399035,-4.389756,17.781466,-5.9091873,-5.5727057,-8.549659,1.9411095,-6.3247604,-1.9217855,-7.8818965,-5.0224886,-10.218545,-1.0051844,-12.562145,-1.9890699
77,cv-valid-train/sample-003740.mp3,1203.3333047860574,1106.753571326454,1998.907001201923,-359.2544,125.68945,-10.058112,-22.777254,-5.432063,9.1308155,-5.3564563,-16.589073,-0.7455292,-0.46820074,-8.668853,-0.9120841,2.2811358,-1.4617009,-3.051762,-9.108351,-3.8496618,-2.5274587,-11.177903,-2.2837646
78,cv-valid-train/sample-003754.mp3,1962.2740950597733,1862.5860226494365,3710.7476806640625,-564.42413,106.95749,-11.18694,12.137339,6.26069,-31.102463,-14.834407,0.6454172,-6.5050774,-1.6218086,-6.2944136,-0.5019476,-14.637598,-2.1472094,-9.6555195,-13.059866,-9.9912615,-4.788686,-4.4520507,-8.497662
79,cv-valid-train/sample-003798.mp3,2380.202978020646,2394.074017146258,4880.859375,-365.2022,81.23549,-11.706072,10.940411,-11.88164,-7.758953,-1.603099,-9.060666,-22.396599,-6.9134784,-17.997332,-12.4143505,-14.004198,-7.760812,-13.940144,-1.741827,-9.299452,-5.1954513,-12.859805,0.044359863
80,cv-valid-train/sample-003911.mp3,1989.4930138108382,1906.4753554621275,3823.5929048978364,-536.51654,96.56011,0.10931162,29.98037,-5.4339895,-11.651557,-2.553481,-13.775437,-2.003138,-6.6401415,-11.697656,-8.824891,-13.0027685,-2.89097,-6.089204,-7.5826488,-9.610626,-5.809809,-10.26593,-5.525447
